GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
ats-automated-testing,com.ats.tools.report,PrepareProjectExecution,178,0,8,0,52,0,6,0,2,0
ats-automated-testing,com.ats.tools.report,CampaignReportGenerator,1209,0,62,0,256,0,39,0,7,0
ats-automated-testing,com.ats.recorder,ReportSummary,148,0,8,0,42,0,20,0,16,0
ats-automated-testing,com.ats.recorder,VisualRecorderNull,20,3,0,0,20,1,20,1,20,1
ats-automated-testing,com.ats.recorder,VisualAction,236,0,14,0,72,0,43,0,36,0
ats-automated-testing,com.ats.recorder,VisualElement,66,0,0,0,28,0,19,0,19,0
ats-automated-testing,com.ats.recorder,VisualReport,87,0,0,0,38,0,25,0,25,0
ats-automated-testing,com.ats.recorder,ReportSummaryError,36,0,0,0,15,0,8,0,8,0
ats-automated-testing,com.ats.recorder,VisualRecorder,426,0,44,0,98,0,47,0,25,0
ats-automated-testing,com.ats.recorder,VisualImage,118,0,6,0,30,0,6,0,3,0
